review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R2C0G5SW7ZL7M,5,0,0,N,Y
R1XW9MWJ3HMB06,5,0,2,N,Y
RFYBM5P3U749K,5,0,0,N,Y
R1YXE4PNCEPBMA,1,0,0,N,Y
R261W5PCK2I5CW,1,0,0,N,Y
R2JY05GNJT67V2,5,0,0,N,Y
R3CTDPWTS26WZF,5,0,2,N,Y
R2P822YWT2I5BD,5,0,0,N,Y
R5CK9DRPRIC2C,4,1,1,N,N
R1IHMW8T3R0UE4,1,0,0,N,Y
R2AY11SDP12UOQ,5,0,0,N,Y
RP507DYNMBHPU,5,0,1,N,N
R21QJAVXXJ2GBL,5,0,0,N,Y
R3IBATWL819DTI,5,0,0,N,Y
R4SNXMF0GR1A5,4,0,1,N,Y
RYKIWLUA6HCKI,5,0,0,N,Y
R28YVUP5DE0JCW,3,0,0,N,N
R3FVEDZBKS1L8D,5,2,3,N,N
RXICX4N6M152H,5,0,0,N,Y
R9QOQRWJSAIK1,5,0,0,N,N
R2FF882F4R4OY,5,0,0,N,Y
R2K9EY9Z7G0L97,5,0,0,N,Y
R205XQ9GI3K6V5,1,0,0,N,Y
R1S6T7FPN2LBU7,1,0,0,N,Y
R3GT4KDZKNNKZZ,5,0,0,N,Y
R21N6NXBW3ZN5M,1,3,4,N,Y
R16TOAYGYWHR20,5,1,5,N,N
R3PS2U3G80V9IN,4,0,0,N,Y
R1EUB55WEWX0AV,5,4,6,N,Y
R7G7KDA8AWU3Y,5,0,1,N,Y
RNQJRD7PR0QQQ,5,1,1,N,Y
RO7RBYTTK7PFR,1,0,0,N,Y
R12KWO57S22YO,5,0,0,N,Y
R3STK7X8JHF51D,5,0,0,N,Y
RBISJFE2JTM5B,5,0,0,N,Y
R1I6GUQOQSM3EN,5,3,5,N,N
R1CF2I7PZKB2Y4,4,0,0,N,N
RX8ONBGT7QDR3,5,0,0,N,Y
R2R74BF3DLV3QQ,4,1,5,N,N
R128HB3O4XDNSX,5,0,3,N,Y
R3LZVLINLNI0XQ,5,0,0,N,Y
R2N8ELC7CQ2FUY,1,1,1,N,Y
RWRQHG27EEN68,5,0,0,N,N
R1RSRN8ZSGJNQT,5,0,0,N,Y
R210H42FMID6MT,5,0,0,N,Y
R3A9COBS4WZ8S8,3,1,5,N,Y
R94RMH644P5IR,5,0,0,N,Y
R3QXHRG5DZC2IJ,5,4,6,N,Y
R19OFTKLY12FS3,5,0,0,N,Y
R273WAEM1RPG7A,5,1,5,N,N
R3EZB96FSJ1P5I,5,0,0,N,Y
R12RN0UY284LEP,5,1,5,N,Y
R3KVK22X51ZMN6,4,4,5,N,Y
R2CP25EQQDCBV,2,0,0,N,Y
R1LYA2PW80XP5,4,1,2,N,N
R3EQK38E1CJAGO,4,0,1,N,Y
R2AFSWR8QUOOID,4,0,0,N,Y
R40PVGWYEF48M,5,0,0,N,Y
R2274R5L1KIVGM,5,0,0,N,Y
R3HX87YI3ODQJK,1,3,10,N,N
R2WNFD8RASO89C,5,0,0,N,Y
RT1BCPEOHGIQE,1,1,4,N,Y
R1AT9N9WEV2OCP,5,0,0,N,Y
R3OQ53AMT35NFK,4,4,8,N,N
R3PKXDAM3X79RB,4,1,1,N,Y
RE6U4P8Q0W9IR,5,0,0,N,Y
RUKPQMZK9N8MF,1,0,0,N,Y
R35SNQS1EPSFP,5,0,0,N,Y
R3HO7RZ11BVFE,5,0,0,N,Y
R12AKS4NGYTHTA,3,0,0,N,Y
R1QC1LJOUNVHQU,5,0,0,N,Y
R2IM87P0ETH200,5,1,5,N,N
R38XZJIDBIXLFT,5,0,0,N,Y
R3I6P1IZLFM5TI,5,0,0,N,Y
R2L2MAFQJ3OMMB,5,0,0,N,Y
R1XQW8NQ23KPLY,5,0,0,N,Y
R38T1XDT7UQ9O6,1,0,0,N,Y
R344CCPB5KFJF7,4,0,0,N,Y
R3FGJ7MIOISS8Z,4,1,6,N,Y
RDF4EJY0EEUMC,5,0,0,N,Y
R3RY8MDECE6PMM,5,0,0,N,Y
RMCR08N8EXI1S,5,0,0,N,Y
RNSTRDX3YVJTI,5,13,31,N,Y
R1Q1YWXY24LQDO,5,1,1,N,Y
R163CPN5PDMXCO,5,0,0,N,Y
R2DSJNPCF3XQE6,5,0,0,N,Y
RWTE48M7OMPFS,4,3,3,N,N
R3IZZH3I74U83W,4,0,0,N,Y
R31LWD98C6Z2Z4,5,0,0,N,Y
R1LHUERG8HF9L,5,1,1,N,Y
R241XBK68H41FE,5,0,0,N,Y
R2LA3I0WORZ7R3,5,0,0,N,Y
R3GV6Q7NKB11UG,1,2,3,N,Y
R1OPHONDJP0K3Z,2,0,0,N,N
RBL6RMD7RESZI,5,0,0,N,Y
RRSM4SGR0KRST,5,0,0,N,Y
RXCB6AP9JWQP1,5,0,0,N,Y
R1NAT0Q8YAVTXF,1,1,1,N,Y
R3M1JS4BGIDCG1,5,0,0,N,Y
R1QG0FT0ITCTZK,3,1,2,N,Y
RRG0OHAXO0ZU2,5,0,0,N,Y
R1V7TM5WHIXK81,4,2,3,N,N
R1YBRC5V87LCZ1,1,2,3,N,N
R1E386GQP3ANT6,5,1,4,N,N
R1FUH4CPQKPYRN,3,0,0,N,Y
RWTW6AGBD8OMD,4,0,0,N,Y
R2X4KUK0ZP7KCD,4,4,6,N,N
R368A2CT34Z76B,5,0,0,N,Y
R23PMDIS1QB9T1,1,0,1,N,Y
R1QRNG5WI11DNQ,5,0,0,N,Y
RSUBPHKY1IOGS,4,0,0,N,Y
R2OHINQO3N9N8Q,2,2,2,N,Y
R33MNM39MXPBW6,5,0,0,N,Y
R3A8OK6851SW1L,3,0,0,N,Y
R2IAAK0J9W6Q3Q,5,0,1,N,Y
R3RRZ6K56TM16V,5,0,0,N,Y
R2WL9QJATWEFZ1,5,0,0,N,Y
R2C7J4A0DUXCNG,5,0,0,N,Y
RBUHT8LU04FRI,4,0,0,N,Y
R1MNK70HZGMNT3,5,0,0,N,Y
R2S9HECFI4NGFQ,1,2,5,N,Y
R2LOX8Q3NDT4MH,5,0,0,N,Y
RKCW5BCJR9ZO4,1,1,2,N,Y
R3V4X21F9KMZOZ,3,0,0,N,Y
R1Z30HW7GCHK82,5,0,0,N,Y
R3J4C2VKS22QT3,5,1,2,N,Y
R3BW272ZOWX1XG,3,3,3,N,N
R21HTFOPJ8XG14,5,4,4,N,N
R38JRW98JBU131,4,0,0,N,Y
RYBJWUMZT1256,5,0,0,N,Y
R1A6IMQX8RMF83,3,1,3,N,N
R1I5VKT3I3Y10H,1,2,3,N,Y
R21J66P3PVW9PK,5,0,0,N,Y
R211HVX38LFA8W,2,0,1,N,Y
R2ECGGSJ215YBX,5,0,0,N,Y
R2YGQ7H595N4T,5,0,0,N,Y
R2W66O64GO5BEK,1,3,4,N,Y
R2YVAAY80AIGX7,3,0,0,N,Y
RN8CXBEWL9N13,5,0,0,N,N
R1PRBWQ09ZWVGS,5,0,0,N,Y
R1PR3Q4MAS04J9,4,8,8,N,N
R2P1CKCG6TQ8SK,1,1,2,N,Y
R3P9NN053IJ3TK,3,3,4,N,Y
R8H1D4V869Q3,5,0,0,N,Y
R3CU1LU6ZKH588,5,0,0,N,Y
RSBRW7PHF2LPB,5,0,0,N,N
R2H4YPXVBKPK7A,1,13,14,N,Y
R1LZQ2HQLFOLQ6,5,0,0,N,Y
RZTIU0CXYDQ8R,2,0,4,N,N
R2FE6FG85KKMWB,5,0,0,N,N
R2JNNT9D6HO5YX,3,1,2,N,N
R3SILMU9X691OU,5,0,0,N,Y
R3Q1MXV7OKU0O0,3,0,0,N,Y
R3S6NUSU0E432X,5,0,0,N,Y
R20UPMNCH0ZXSH,3,1,2,N,N
R24I0OTLBPOXC0,2,5,5,N,Y
R10V78CEMGE459,1,0,0,N,Y
R24TFWT1OZANDX,5,0,0,N,Y
R2A1GXV1MTUW96,4,0,0,N,Y
R309QNOLDS47E8,5,0,0,N,Y
R2BS1UP9OTS5RI,1,5,13,N,Y
R3MA8G0JRESYRG,4,0,0,N,Y
R2UTMR4TY0RRBC,5,0,0,N,Y
RSQSF3DR4OE6U,5,0,0,N,Y
R1HIHFR4EOY6FO,5,1,1,N,Y
R5NSFV2NZ7F5R,5,0,0,N,Y
RVP3V98MMRI5V,5,0,0,N,Y
R1IIMPJAE5AR2Q,5,0,0,N,Y
R1GPRFRUNEYZGY,3,0,0,N,Y
RIHIAEN5QDW1U,2,0,0,N,Y
R2UVH56XEJE2NB,5,2,2,N,Y
R2NOJGI5XFU4TS,1,0,0,N,Y
RUOVE44ATRR9U,5,0,0,N,Y
RZY5Y49KQ7WHJ,5,0,1,N,Y
R1398HL8QOR1FM,5,0,0,N,Y
RHEJO8MAVQQ0D,5,0,1,N,N
R29V5UW74ISA13,5,0,0,N,Y
R1P1DSU0YNL5AA,5,0,0,N,Y
RXYE8WFIUR7KL,5,0,1,N,Y
R2X41WKLM9OGS0,5,0,0,N,Y
RKNK3KNAMPPSV,5,0,0,N,Y
R2WKOBNH6G7OZH,4,0,0,N,Y
R3HOU81SXSZ7U4,5,0,0,N,Y
R1FPV0SCSEZZ5K,2,0,0,N,N
R35WU3166GOOAD,5,0,0,N,N
R2W1VPG0NEOK7T,5,1,1,N,Y
RMUEKG2RJHJTI,5,0,0,N,Y
R6VTO2J5KQN9F,5,1,1,N,Y
R30UMODM6SL7PR,5,0,0,N,Y
R263XN1S0N48N3,4,0,0,N,Y
RQTXGSRSHO41A,5,2,4,N,Y
R30VL2U1992CCU,1,0,0,N,Y
R356NU2JOTAS4P,5,0,0,N,Y
RWETZM1AG91RK,5,2,5,N,N
RCHSU9CHPC1QQ,5,0,0,N,Y
R1NVZTGYMI27DP,5,1,2,N,Y
R28T1LRYLSQJM7,5,0,1,N,Y
R1BC22JJQCW7V3,5,1,1,N,Y
R2PJ6MHVQXB7MZ,5,0,0,N,Y
R1KLICZS7FYDTR,3,1,1,N,Y
R2MRJ9KZYDQ9KR,1,2,3,N,N
RQYFAJYM3FWPS,5,0,0,N,Y
R21BNXB1JDP3F1,4,0,0,N,Y
R5HII2W8KSPZ4,5,0,0,N,Y
RE8XDQ82ARO2U,5,0,0,N,Y
R2RPD3WCEI6Q95,5,0,0,N,Y
R15AU0406FMUGU,1,0,0,N,N
RUBHTMAQVDFW2,5,7,7,N,N
R12Y7O31MA58XG,5,0,0,N,Y
R33Q0DTKXJR3NM,5,1,1,N,Y
R34GN1F08CMLVI,5,0,0,N,Y
R19CPOGFDTDJ43,3,0,0,N,Y
R3LBPIDSH7MBUL,5,0,0,N,Y
RVNFZNYSZPMRD,1,1,3,N,Y
R2DW30GLQ67SHV,5,1,3,N,N
R2ZRRF7WG5DJFZ,1,2,2,N,Y
R3PSC985Y70JSM,5,0,0,N,Y
R1KUTRAUDZXCAV,4,0,0,N,Y
R19D97Z176VPS4,5,0,0,N,Y
R2YICN2T5DU822,5,0,0,N,Y
R7TYX43IP9CR7,5,0,0,N,Y
R3SUPXF8UCM8WP,3,5,6,N,N
R2XUDWLY1WGPBG,5,1,3,N,N
RGQ13CBPGXZEM,5,0,0,N,N
R14ZE8KR08IASF,5,0,0,N,Y
R33JX6M1IA8L7H,2,0,1,N,Y
R1N2NWMLW5AXQW,1,1,3,N,Y
RE9DD5OTNMR2O,5,0,0,N,Y
R2XU62078WBXN7,5,0,0,N,Y
R19Y4GQS20KJHR,5,8,8,N,Y
RLETSU2BOHLRQ,5,2,2,N,Y
R3VGAOCZH57I0Y,5,0,0,N,Y
R3FXUVIVUUZHSL,5,0,0,N,Y
R3V9IULCLGD8HA,1,76,120,N,N
ROLRMG2Q2MS5P,5,0,0,N,Y
R2XNV6VTDZDK0,5,2,3,N,Y
R1JME6EKAZQZNP,5,0,0,N,Y
R4KDZ8OPTH2NB,5,0,0,N,Y
R2GMB4S0Z2JPLO,5,0,0,N,Y
R1KAR5BOSLGSSH,1,0,0,N,Y
R9LG60AG09U9N,5,0,1,N,Y
RNLAVB338F2B3,5,0,0,N,Y
R1REJKMK2T2YCM,5,0,0,N,Y
R2WD3H97IX3M54,5,0,0,N,N
RCNB8WJDH427C,3,0,1,N,Y
R2VSZUCLV3T11S,5,0,0,N,Y
RCFUYBTX5NB4V,1,6,8,N,Y
RUYMOGMZ7LYI1,5,21,22,N,N
R3DSCLF9KXLEGI,4,0,0,N,Y
R2J9M973206KJN,5,0,0,N,Y
R17P2DNALY1YMQ,1,3,6,N,N
R1LKFR78TINGTA,1,2,3,N,N
RPWPWFW3RIAUK,3,0,0,N,N
R3V9IPJ8APMS7F,5,0,0,N,N
R3DESP5Q5VOMRY,5,1,1,N,Y
R2AT9JCZA654HQ,5,0,0,N,Y
R1D45IF2CMFQZ2,1,1,15,N,Y
R1N434LCKDARCY,5,0,0,N,Y
R2ULP7LO3KOGHR,5,0,0,N,Y
R36NO5HPBNUM9B,5,0,0,N,Y
R1MQTAZJZ10WOV,5,0,0,N,Y
R2RV3K5W4IGVSO,5,1,5,N,N
R22T3MQF0N3EVL,5,1,1,N,Y
R18KTD31WPE6IO,5,0,0,N,Y
R3833FBXNNBELU,1,0,1,N,Y
R228XNVG67XRUF,4,0,0,N,Y
R189E1ZM5B2OWJ,5,1,4,N,N
RQB2PVRXHGQMI,1,0,59,N,Y
R2B4027M6R6K84,5,0,0,N,Y
R3ED2ITUTSQZVU,4,0,0,N,Y
R3IGLM7V5WH7I2,5,0,0,N,Y
R15QKCV5TVDQ73,2,0,0,N,Y
R2J3R9XMO9KTEC,5,0,0,N,Y
R3VXUMJSIBO4YV,5,0,0,N,Y
R6Z5643YDGIZG,4,0,0,N,Y
R1TOECIGHV0Q8O,3,0,2,N,Y
RLYKRHFL2PFEP,5,0,1,N,Y
R2TERG9R9SY85H,4,0,0,N,Y
RD45CFA3JTMQT,1,0,0,N,Y
RSH8ZKFQ2P696,5,0,1,N,Y
R1LJB3080IDAYA,5,0,0,N,Y
R1ISH5VOZRRK1J,1,0,4,N,Y
R2QPJ4RS7R5W4Z,5,0,0,N,Y
R2S35LYGXHEF07,5,0,1,N,Y
RJMFAMXZ7ZMND,2,1,1,N,Y
R11MBNR3ET28FL,2,1,1,N,Y
RQETTS60C0LP7,1,3,15,N,Y
R18CC9JUVK7DDI,5,0,0,N,Y
R2KYDX2CQOQ7V2,5,0,0,N,Y
R3KU4VQSWV41SQ,5,0,0,N,Y
R63CEDL60AQ09,5,0,0,N,Y
R2C6JTVCRVA5L8,5,1,4,N,Y
R11BNYI529T1EZ,5,0,0,N,Y
R62GL7K2J2HGS,5,0,0,N,Y
R3A2F40GUMMSMV,5,0,0,N,Y
RVQR9V0XJVVLC,5,0,2,N,Y
R25Y7U2XN02PI6,4,0,0,N,Y
R3M1KCJBHW90Y0,5,0,0,N,Y
R1221FZV5AJ3AE,5,0,0,N,Y
RNZYDA47TTYS,1,4,11,N,Y
R23LPKLYR56D6M,4,0,0,N,Y
RX727N2KI0GIQ,5,0,0,N,Y
RAHLTJ8LTNC1E,2,7,59,N,N
R1FTQ2YP74RGAM,5,0,0,N,Y
R3FUP6PULSKB3X,5,0,0,N,Y
RLAIS7JCV53HW,5,0,0,N,Y
R2E38VOF0ZJXWK,5,2,3,N,N
R32Z7LFECR6MCF,5,0,3,N,N
R18EK3HDFRTURG,5,0,0,N,Y
R3EGREZUF20BTV,3,0,0,N,Y
RO4OKO0D4FD7X,1,3,46,N,N
R2NCKH50AHWVL1,2,0,2,N,Y
RGHLA1UB3BXXE,5,0,0,N,Y
RVJUG63ILUN9S,4,0,0,N,N
R350YZFTQ19GWH,5,0,1,N,Y
R3AX2WOSFO9M4,3,0,1,N,Y
R1F12UF9HTDIJB,5,0,0,N,Y
R3GU08Y3IYONFH,5,0,0,N,Y
R8686XDOKKCHN,1,4,7,N,N
R7SDK1MIPBR0R,5,0,0,N,Y
R2TMMWZAFUE5PD,5,0,0,N,Y
R1ANNMHJ4QWO4X,4,0,0,N,Y
RAQENC7IWV4I6,5,0,0,N,N
R3V0OW0VREKA4T,1,1,2,N,N
R2F87XNU3S6EOT,5,0,0,N,Y
RU0J99BB0X91N,4,0,0,N,Y
R120EV6JRTVFQ8,4,0,0,N,Y
RV53FO7WCXIT9,5,0,0,N,Y
R2IMP1BDLO444B,5,0,0,N,Y
R1PINW4PN4BGVL,1,5,32,N,Y
R1A59UFW9DX888,5,0,0,N,N
R3S8PLNSXX51U,5,0,1,N,Y
R22TWQI1WZ78XH,1,0,0,N,Y
R2NHM09IQQ9RRO,5,0,0,N,Y
R36E59JD84QJI,4,0,0,N,Y
R2JIZ08B5JFC7R,5,2,4,N,N
R31YE6TKDOVT8J,5,0,0,N,Y
R1R9M2W42918PA,3,1,1,N,N
R37HBM42SLUIBM,5,0,0,N,Y
R1TKBVT12EVOVD,1,0,4,N,Y
R1T8LEEKQ3XCA8,1,2,7,N,N
R2B28QL0F2IDUR,5,0,0,N,Y
R2J0G00R96R0ET,4,0,0,N,Y
R6CNA5WPD6QSH,5,0,0,N,Y
R2WWF4N5EQ6SGD,5,0,0,N,Y
R1L41S9PSBD0UI,4,1,1,N,N
RTY8WPYCD44O9,1,0,0,N,Y
RQTOKZGZO2MP9,5,0,0,N,Y
R3TVOY8HUUSFZ3,5,0,0,N,Y
R1PP1VT5FY25C1,5,4,5,N,N
R2YQ7LOPC5Z6TD,5,0,0,N,Y
R1HLW02KPRUX1J,1,0,4,N,Y
R11993B9VL0N2M,1,0,0,N,Y
R3MSVE34LFUQJZ,5,0,0,N,Y
R1J7T8M2FZ4OWG,1,0,1,N,Y
ROE8BRKHLGRM6,5,0,0,N,Y
RJMR3H9S1AI4L,5,0,0,N,Y
RMZ77KH6FP514,4,0,0,N,N
R33WJQ4BFD3O3T,2,2,13,N,Y
R2YZUB51BB21IA,5,6,7,N,N
R3HS5YSY68S8MB,1,1,10,N,Y
R3OBDJ7SD63ILJ,4,0,0,N,Y
R3OYKX3ZALHWRI,4,1,1,N,Y
R38VVEWP7W5H31,5,0,0,N,Y
R338KWPHV6KQGZ,4,0,0,N,Y
R1N987FCMKJCS9,5,0,0,N,Y
R3K5YLZHLHBKBY,4,0,0,N,Y
R2A40116BAL1D8,5,0,0,N,Y
R1TG29D0OMUI39,5,0,0,N,Y
RAU9N588L80Q0,5,0,0,N,Y
R1KF9WURQPX7JE,5,0,0,N,Y
R1DY3ZNZRKVC10,2,0,2,N,Y
R34NRETJ9XK57W,4,0,1,N,Y
RNCP7VBWFXZUT,2,0,1,N,Y
R1VTG45IDZAU80,1,0,0,N,Y
R1TW3PPYP3IE4P,3,3,3,N,Y
R1BZGN49LNTIYL,5,0,1,N,Y
R3O4GHPUBIFCRH,5,0,3,N,N
R1S5H2O2FATC6Q,5,0,0,N,Y
RI2V46H6XP21V,4,1,1,N,N
R2C9UGF3QT740R,2,0,1,N,N
R2YRB5904UPBS8,5,0,0,N,Y
R2TV7ZVHSL6BSJ,4,0,0,N,Y
R10VLVAAAB91UX,5,0,0,N,Y
RNOPHVE33C840,5,0,0,N,Y
R1I4MCVB9OJL39,4,1,1,N,Y
R8DAU1O6JGOVF,5,0,0,N,N
R23JSL8UWQZC8T,1,0,2,N,N
R3TQHONKFDKRYH,4,0,0,N,Y
R1FP8JQBHN8YOU,5,0,0,N,Y
R3MOZV8FQ2MBFD,5,0,0,N,Y
R8K30P0HHUY5S,5,1,1,N,Y
R59PQZLCBRCRA,5,0,2,N,Y
R39F0R6MTPBAJU,5,0,3,N,N
R7V49A6MCSXWV,2,0,0,N,Y
R5DDTTIGJN0D8,1,1,4,N,Y
ROC18WTE6AT2L,4,0,0,N,Y
R1OH3IPG2YTWAW,4,0,1,N,N
R2FKNA9GG5TN57,5,0,0,N,N
R3G0RJHIG58JKJ,5,0,0,N,Y
R24UUMMSHQ4HAR,2,2,2,N,N
R392YDA8XTFC1J,2,0,2,N,Y
R1EJVC65J1FGK3,5,0,0,N,Y
R280P74ILI42E3,3,0,0,N,Y
R2KM9MMMGOOEOM,3,0,0,N,N
R3QRPB9P16LQC3,5,0,0,N,Y
RGG1YDIHOLSEX,5,0,0,N,Y
RGRZN28J5VSMC,1,0,0,N,Y
R3B1WOKTBD1FIH,5,0,0,N,Y
R3ID6A5ZOO3MG7,1,1,3,N,Y
R7GU7PSTMH3WB,5,0,1,N,N
R3E1667N3E3B7O,1,1,1,N,Y
R24X50W7R4P2HA,5,0,0,N,Y
R2IKR5ZKW4V78A,5,0,7,N,Y
R23BC0QXFKW27L,5,1,1,N,Y
R91ZFX8AXECPU,5,0,0,N,Y
R2K0FIBUOXGDAQ,4,0,0,N,Y
R1SFK5K0P7AXJ4,5,0,0,N,Y
R3P7I3Q87SFVBJ,5,0,0,N,Y
R2KO7LLL2S7ZQX,5,0,0,N,Y
R1ICSLL7GZJG2V,4,1,2,N,N
R388BVB0UAX2QD,5,0,0,N,Y
R1AIVJVO3XX7JY,5,0,0,N,Y
R2JA5AHZ3OFMNN,3,0,0,N,Y
R2YLWAF1FYJO3W,5,0,0,N,Y
R34RU6FGECTQFD,5,0,0,N,Y
R2FSB3XNR2T6OM,3,0,0,N,Y
R11Z62ED4LI2ZQ,5,0,0,N,Y
R34HB98ZZ9R0IX,5,0,3,N,N
R3ACBAL09TQOJZ,5,0,0,N,Y
RQGZ4FORXHP8O,3,1,1,N,Y
R1IWVVVZPLDFW0,4,0,2,N,N
RXNBIC11FS1SF,5,0,0,N,Y
R1TYKRK6TB18VC,5,0,0,N,Y
RHN4T1GH3TDJB,5,0,0,N,Y
R2WFN1PETZ4SEE,4,0,0,N,Y
R2E35LAFG41OPT,4,0,0,N,N
R3IHP54DEIW7WI,4,0,0,N,Y
R1Y02FX33AVCFT,5,0,0,N,Y
R107CW823MO3IG,5,0,0,N,Y
R15TYSRLES3RVP,4,0,0,N,Y
R234D3IIT3D1IE,5,0,0,N,Y
R8AI3V8MANHQX,4,0,0,N,Y
R2XKN1XAAVLRTN,5,0,0,N,Y
RG2BQIPHRV05V,5,0,0,N,Y
R2CAEEHG94FHUX,5,0,3,N,N
RBYD9MZXVNQU6,1,0,1,N,Y
R2PLHBE890IDQ4,4,0,0,N,Y
R3C38ZEXBCEHXM,5,0,0,N,Y
R2658YQ2HGXPTR,4,1,2,N,Y
R15WJPT376966,4,0,0,N,Y
RLRZ5SISSD29Y,3,0,0,N,Y
RZNEKXSVCV3FC,5,0,0,N,Y
RPW9EP9LJERHU,5,0,0,N,Y
R2TFLU4ZMBQS0H,1,4,4,N,Y
R2VI780NOGZYV4,5,0,0,N,Y
RGJUSRODXE0CM,5,0,0,N,Y
R11LKKTMYOQW11,5,0,0,N,Y
RIVUPVF1YVPG1,5,0,0,N,Y
RIOCFNZR2WT7S,5,0,0,N,Y
R2DJNV8NIEV826,4,1,1,N,Y
R28QTEHOCOEFOA,5,0,0,N,N
RABL3PNVIBY5V,1,3,5,N,N
R79FPBIACFTCZ,5,0,0,N,Y
R3CZRIN2QFF9ZN,5,0,0,N,N
R2ILGD9XILD5CD,1,0,8,N,Y
R2BB0GXQA2TO0A,5,1,1,N,Y
R16EV1X7AF7JK,5,0,0,N,Y
R28NV7997XOCQL,5,0,0,N,Y
R2JTNI189X1QF5,2,0,0,N,Y
R3SX6PRZR6C1YA,5,1,1,N,Y
R1MEZJI2APYMQ1,5,0,0,N,Y
R1O9NIDR5M1A15,1,3,4,N,N
R2FKAOEJVOB6IT,5,0,0,N,Y
RIBJL3K0TWQ9X,5,0,0,N,Y
R1ZQHHEUDKGV9S,1,1,2,N,Y
R2JBCUW3OAG2WI,5,0,0,N,Y
R3LRYLASX651A5,5,0,0,N,Y
R1DZCEKGRMHCWE,4,0,0,N,Y
R3KTJ4JF872MUP,5,0,0,N,Y
R21FE0GLW7IWGM,3,0,0,N,N
R3QTDQBPPV14C1,4,0,0,N,N
RVIDIXF681QD5,2,8,8,N,Y
R3AGS178FDCMQM,3,0,0,N,Y
R3FDGDO7J57GZH,5,0,0,N,Y
RYLCV8SPJKSDX,1,0,0,N,Y
R33FZ2ZPCYPP0P,4,0,0,N,Y
R2G4445ZO4OSWZ,5,0,0,N,Y
R1FZCEM4ORDH8W,5,0,0,N,Y
R3R7Z24IJE77T9,4,0,0,N,Y
R33F186BYWTK7U,5,0,0,N,Y
RT45JAYKV5NWN,5,3,15,N,N
R3IJEZN942R6ZM,5,0,0,N,Y
R17BXTHYNV3MSZ,1,5,5,N,N
R6K9CMXBJY2I8,4,0,1,N,Y
RUQBIP8HX0U6R,5,0,2,N,N
R34UPGR328CDDG,5,0,0,N,Y
R2SJU8RZ9AQIT6,5,0,0,N,Y
R2X53MPR8FVIVP,5,0,0,N,Y
R3A1XKU8E7OJ2G,1,0,1,N,Y
R224U86X5EBEVZ,1,1,1,N,Y
R37VQK4H2BJPDU,5,0,0,N,Y
R2JWX51F59MH2R,5,0,0,N,Y
R3S4VYOJG2D6SO,5,0,0,N,Y
R2GRFS3QK3JXRN,5,0,0,N,Y
R3HMIJOOCFSY0T,1,2,10,N,Y
R3O7DVIPVJB7B8,4,1,1,N,Y
R38QXA4E3SVZX2,5,0,0,N,Y
R1K4VBIOLAE6UT,1,0,1,N,Y
R2EJ7SVP0UH2VY,2,0,0,N,Y
R3C94Q2T374Q2A,4,0,0,N,Y
R15MKXCDEKDZQ4,5,0,0,N,Y
R1HAPISEF3QRV2,4,0,0,N,Y
R2FFHHKTCE2VXL,5,0,0,N,Y
R1P4O4GWFONL83,5,0,0,N,Y
R2IY4UNAVXBT2M,3,0,0,N,Y
R1QRFDWLLWH3QH,4,0,0,N,N
R3MSDOQ8K5MPW,5,0,0,N,Y
R10USU9NKFB05A,1,6,6,N,N
RC7M4RF1R59NM,5,2,2,N,Y
R3V6S1ZIJF2IQL,1,0,1,N,Y
R8AYLP7580XMY,3,0,0,N,Y
R2PVLUEIGBHS08,5,0,0,N,Y
R2A0OACWKL6AD,5,0,0,N,Y
R2W75YJ4KCSQK5,4,2,2,N,Y
R1DH5KFTXSYIRM,1,0,1,N,Y
RSSFTPGPLO6TK,5,1,1,N,Y
R19QKDASN0T0QM,5,2,2,N,Y
R2JY863T8ZOQNL,5,0,0,N,Y
R1OJ21J1LGKTVP,3,0,0,N,Y
R16S1PI4R2MKDI,5,0,0,N,Y
R2F2F0WJNERCZ2,4,0,0,N,Y
R2WPQKHI19Z3CS,5,0,0,N,Y
RS1QELM9BQCH9,1,0,2,N,N
R1LT5AGVEZK20T,4,0,0,N,Y
RXT3AS4DQ6YV7,3,3,5,N,Y
R12Z070KH1Q5PO,5,0,1,N,Y
RYYU4UK40SXFJ,1,0,2,N,Y
R1OHTDD1X70X30,4,1,1,N,Y
R2WY33FK1S5TRH,4,0,3,N,Y
R17VFX99CPFCAS,1,10,78,N,Y
R16FSJET6FHKWB,5,0,0,N,Y
R1JHLXOF27RK8N,5,0,0,N,Y
R186TQF2PCE0I4,5,0,0,N,Y
R2RDKMG6YNHCP3,5,0,0,N,Y
RHBENNDTG7HD7,2,0,2,N,Y
R34VNQLIGJNPMN,5,0,0,N,Y
R2E29EPI3WVBZL,4,3,5,N,Y
RYWQVM7GHOKQL,5,0,0,N,Y
R2FSSLWZ45QSZ7,4,0,1,N,Y
R229KLOP7FO2J8,5,0,0,N,Y
R21ZF9Q4RH9CKW,4,3,3,N,Y
R1F1TM1X0ZNKB0,5,0,0,N,Y
R2Q6HH88N4VMMA,5,0,0,N,Y
ROBHF4T1XH5ZX,4,2,2,N,Y
R3QB91HVE1UPJ5,5,0,0,N,Y
R3MU3V6KI1O9P,3,0,1,N,Y
R1NPLEDUFI8S5H,3,0,0,N,Y
R3DP7LILJJQFVU,5,0,0,N,Y
RZ7Y92BBQGRJL,5,0,0,N,Y
R3U5Y2XHY5KIPJ,5,0,0,N,N
R2H7VVDZMFJCS0,4,0,0,N,Y
